game,network,time,mediaindicator,
Tulsa at North Texas,KTXA,09/06/2008 19:00,T,
Maryland at Middle Tennessee,CSS,09/06/2008 19:00,T,
Texas Southern at Arkansas St.,Web Video Available,09/06/2008 19:00,W,
Minnesota at Bowling Green,ESPNU HD,09/06/2008 19:30,T,
Miami (FL) at Florida,ESPN HD,09/06/2008 20:00,T,
UNLV at Utah,The mtn.,09/06/2008 20:00,T,
Rice at Memphis,CBS College Sports,09/06/2008 20:00,T,
Texas St. at SMU,Web Video Available,09/06/2008 20:00,W,
Texas Tech at Nevada,Web Video Available,09/06/2008 21:00,W,
Texas at UTEP,ESPN2 HD,09/06/2008 22:15,T,
Weber St. at Hawai'i,Oceanic PPV,09/06/2008 23:59,T,
North Carolina at Rutgers,ESPN HD,09/11/2008 19:30,T,
Kansas at USF,ESPN2 HD,09/12/2008 20:00,T,
Washington St. at Baylor,FOX Sports Southwest,09/12/2008 20:30,T,
Air Force at Houston,,09/13/2008 00:00,N,
North Dakota St. at Wyoming,,09/13/2008 00:00,N,
Samford at Ole Miss,,09/13/2008 00:00,N,
Rice at Vanderbilt,,09/13/2008 00:00,N,
Temple at Buffalo,ESPN Plus,09/13/2008 12:00,T,
California at Maryland,ESPN HD,09/13/2008 12:00,T,
Navy at Duke,ESPNU HD,09/13/2008 12:00,T,
NC State at Clemson,Raycom Sports HD,09/13/2008 12:00,T,
FAU at Michigan St.,ESPN2 HD,09/13/2008 12:00,T,
UL-Lafayette at Illinois,Big Ten Network HD,09/13/2008 12:00,T,
Iowa St. at Iowa,Big Ten Network HD,09/13/2008 12:00,T,
Montana St. at Minnesota,Big Ten Network HD,09/13/2008 12:00,T,
Southern Illinois at Northwestern,Big Ten Network HD,09/13/2008 12:00,T,
Nevada at Missouri,FSN HD,09/13/2008 12:30,T,
UAB at Tennessee,Raycom Sports HD,09/13/2008 12:30,T,
Toledo at Eastern Michigan,Web Video Available,09/13/2008 13:00,W,
Ball St. at Akron,Web Video Available,09/13/2008 13:00,W,
Stanford at TCU,The mtn.,09/13/2008 13:00,T,
Missouri St. at Oklahoma St.,FOX College Sports,09/13/2008 13:00,T,
Delaware St. at Kent St.,Web Video Available,09/13/2008 14:00,W,
Charleston Southern at Miami (OH),Web Video Available,09/13/2008 15:00,W,
East Carolina at Tulane,WITN,09/13/2008 15:00,T,
Oregon at Purdue,ABC HD,09/13/2008 15:30,T,
Georgia Tech at Virginia Tech,ABC,09/13/2008 15:30,T,
Penn St. at Syracuse,ABC HD,09/13/2008 15:30,T,
Michigan at Notre Dame,NBC HD,09/13/2008 15:30,T,
Georgia at South Carolina,CBS HD,09/13/2008 15:30,T,
UCLA at BYU,Versus,09/13/2008 15:30,T,
Chattanooga at Florida St.,ESPNU HD,09/13/2008 15:45,T,
Western Michigan at Idaho,Web Video Available,09/13/2008 17:00,W,
Alcorn St. at Troy,Web Video Available,09/13/2008 19:00,W,
Alabama A&M at UL-Monroe,Web Video Available,09/13/2008 19:00,W,
Southern Miss at Arkansas St.,Web Video Available,09/13/2008 19:00,W,
Auburn at Mississippi St.,ESPN2 HD,09/13/2008 19:00,T,
Western Kentucky at Alabama,Crimson Tide PPV,09/13/2008 19:00,T,
Middle Tennessee at Kentucky,Big Blue PPV,09/13/2008 19:00,T,
Virginia at Connecticut,ESPNU HD,09/13/2008 19:00,T,
SMU at Texas Tech,FSN Regional,09/13/2008 19:00,T,
New Mexico St. at Nebraska,FSN PPV,09/13/2008 19:00,T,
Memphis at Marshall,CSS,09/13/2008 19:00,T,
North Texas at LSU,TigerVision PPV,09/13/2008 20:00,T,
Bowling Green at Boise St.,KTVB,09/13/2008 20:00,T,
Utah at Utah St.,KJZZ,09/13/2008 20:00,T,
Arizona at New Mexico,CBS College Sports,09/13/2008 20:00,T,
San Diego St. at San Jose St.,Web Video Available,09/13/2008 20:00,W,
Wisconsin at Fresno St.,ESPN2 HD,09/13/2008 22:30,T,
Kansas St. at Louisville,ESPN HD,09/17/2008 20:00,T,
West Virginia at Colorado,ESPN HD,09/18/2008 20:30,T,
Baylor at Connecticut,ESPN2 HD,09/19/2008 20:00,T,
Buffalo at Missouri,,09/20/2008 00:00,N,
"Massachusetts at Texas Tech	",,09/20/2008 00:00,N,
Houston at Colorado St.,,09/20/2008 00:00,N,
Vanderbilt at Ole Miss,,09/20/2008 00:00,N,
Iowa at Pittsburgh,ESPN2 HD,09/20/2008 12:00,T,
East Carolina at NC State,ESPN HD,09/20/2008 12:00,T,
Mississippi St. at Georgia Tech,Raycom Sports HD,09/20/2008 12:00,T,
FAU at Minnesota,Big Ten Network HD,09/20/2008 12:00,T,
Ohio at Northwestern,Big Ten Network,09/20/2008 12:00,T,
Troy at Ohio St.,Big Ten Network HD,09/20/2008 12:00,T,
Temple at Penn St.,Big Ten Network HD,09/20/2008 12:00,T,
Central Michigan at Purdue,Big Ten Network HD,09/20/2008 12:00,T,
Alabama at Arkansas,Raycom Sports HD,09/20/2008 12:30,T,
Akron at Army,ESPN Classic,09/20/2008 13:00,T,
UCF at Boston College,ESPNU HD,09/20/2008 13:00,T,
South Carolina St. at Clemson,ESPN360,09/20/2008 13:00,W,
Eastern Michigan at Maryland,ESPN360,09/20/2008 13:00,W,
UL-Monroe at Tulane,CST,09/20/2008 15:00,T,
Indiana St. at Northern Illinois,CSN Chicago,09/20/2008 15:00,T,
Wyoming at BYU,The mtn.,09/20/2008 15:00,T,
Rutgers at Navy,CBS College Sports HD,09/20/2008 15:30,T,
Florida at Tennessee,CBS HD,09/20/2008 15:30,T,
Marshall at Southern Miss,CSS,09/20/2008 15:30,T,
Notre Dame at Michigan St.,ABC HD,09/20/2008 15:30,T,
Virginia Tech at North Carolina,ABC HD,09/20/2008 15:30,T,
Northwestern at Syracuse,Big East Network,09/20/2008 15:30,T,
Miami (FL) at Texas A&M,ABC,09/20/2008 15:30,T,
Alabama St. at UAB,Web Video Available,09/20/2008 16:00,W,
Utah at Air Force,Versus,09/20/2008 16:00,T,
Idaho at Utah St.,Altitude,09/20/2008 16:00,T,
SE Louisiana at Louisiana Tech,ESPN Plus,09/20/2008 19:00,T,
Murray St. at Western Kentucky,Web Video Available,09/20/2008 19:00,W,
Kent St. at UL-Lafayette,Web Video Available,09/20/2008 19:00,W,
Middle Tennessee at Arkansas St.,Web Video Available,09/20/2008 19:00,W,
Wofford at South Carolina,Gamecocks PPV,09/20/2008 19:00,T,
Tennessee Tech at Western Michigan,Web Video Available,09/20/2008 19:00,W,
New Mexico at Tulsa,Web Video Available,09/20/2008 19:00,W,
Ball St. at Indiana,Big Ten Network HD,09/20/2008 19:00,T,
Rice at Texas,FSN HD,09/20/2008 19:00,T,
Sam Houston St. at Kansas,FOX College Sports,09/20/2008 19:00,T,
Wake Forest at Florida St.,ESPN2 HD,09/20/2008 19:00,T,
Miami (OH) at Cincinnati,ESPN360,09/20/2008 19:30,W,
LSU at Auburn,ESPN HD,09/20/2008 19:45,T,
Nicholls St. at Memphis,Web Video Available,09/20/2008 20:00,W,
TCU at SMU,CBS College Sports,09/20/2008 20:00,T,
Fresno St. at Toledo,ESPNU HD,09/20/2008 20:15,T,
Iowa St. at UNLV,The mtn.,09/20/2008 21:00,T,
New Mexico St. at UTEP,Web Video Available,09/20/2008 21:00,W,
SMU at Tulane,CBS College Sports,09/25/2008 20:00,T,
Connecticut at Louisville,ESPN2 HD,09/26/2008 20:00,T,
UL-Lafayette at Kansas St.,,09/27/2008 00:00,N,
Troy at Oklahoma St.,,09/27/2008 00:00,N,
Weber St. at Utah,,09/27/2008 00:00,N,
Northern Illinois at Eastern Michigan,ESPN Plus,09/27/2008 12:00,T,
Kent St. at Ball St.,ESPN Plus,09/27/2008 12:00,T,
Pittsburgh at Syracuse,Big East Network,09/27/2008 12:00,T,
North Carolina at Miami (FL),ESPN2 HD,09/27/2008 12:00,T,
Virginia at Duke,ESPNU HD,09/27/2008 12:00,T,
Maryland at Clemson,Raycom Sports HD,09/27/2008 12:00,T,
Michigan St. at Indiana,ESPN HD,09/27/2008 12:00,T,
Northwestern at Iowa,ESPN Classic,09/27/2008 12:00,T,
Minnesota at Ohio St.,Big Ten Network HD,09/27/2008 12:00,T,
Army at Texas A&M,Versus,09/27/2008 12:30,T,
Ole Miss at Florida,Raycom Sports HD,09/27/2008 12:30,T,
Rhode Island at Boston College,ESPN360,09/27/2008 13:00,W,
Arkansas St. at Memphis,Web Video Available,09/27/2008 14:00,W,
VMI at Ohio,Web Video Available,09/27/2008 14:00,W,
Western Michigan at Temple,Web Video Available,09/27/2008 14:00,W,
Cincinnati at Akron,FOX Sports Ohio,09/27/2008 15:30,T,
Purdue at Notre Dame,NBC HD,09/27/2008 15:30,T,
Tennessee at Auburn,CBS HD,09/27/2008 15:30,T,
Houston at East Carolina,CBS College Sports,09/27/2008 15:30,T,
Wisconsin at Michigan,ABC HD,09/27/2008 15:30,T,
Arkansas at Texas,ABC,09/27/2008 15:30,T,
Colorado vs. Florida St.<br>(at Jacksonville, FL),ABC HD,09/27/2008 15:30,T
Morgan St. at Rutgers,Big East Network,09/27/2008 15:30,T,
Marshall at West Virginia,Big East Network,09/27/2008 15:30,T,
Navy at Wake Forest,ESPNU HD,09/27/2008 15:45,T,
Buffalo at Central Michigan,Web Video Available,09/27/2008 16:00,W,
Bowling Green at Wyoming,The mtn.,09/27/2008 16:00,T,
FIU at Toledo,Web Video Available,09/27/2008 19:00,W,
Western Kentucky at Kentucky,Big Blue Sports,09/27/2008 19:00,T,
UAB at South Carolina,Gamecocks PPV,09/27/2008 19:00,T,
TCU at Oklahoma,FSN HD,09/27/2008 19:00,T,
Central Arkansas at Tulsa,Web Video Available,09/27/2008 19:00,W,
USF at NC State,ESPNU HD,09/27/2008 19:30,T,
Mississippi St. at LSU,ESPN2 HD,09/27/2008 19:30,T,
Alabama at Georgia,ESPN HD,09/27/2008 19:45,T,
New Mexico at New Mexico St.,AggieVision,09/27/2008 20:00,T,
Virginia Tech at Nebraska,ABC HD,09/27/2008 20:00,T,
UCF at UTEP,CBS College Sports,09/27/2008 20:00,T,
Illinois at Penn St.,ABC HD,09/27/2008 20:00,T,
Nevada at UNLV,The mtn.,09/27/2008 22:00,T,
San Jose St. at Hawai'i,Oceanic PPV,09/27/2008 23:59,T,
FAU at Middle Tennessee,ESPN2 HD,09/30/2008 20:00,T,
Louisiana Tech at Boise St.,ESPN HD,10/01/2008 20:00,T,
Pittsburgh at USF,ESPN HD,10/02/2008 19:30,T,
Memphis at UAB,CBS College Sports,10/02/2008 20:00,T,
Oregon St. at Utah,Versus,10/02/2008 21:00,T,
BYU at Utah St.,KJZZ,10/03/2008 20:00,T,
Cincinnati at Marshall,ESPN HD,10/03/2008 20:00,T,
Texas A&M at Oklahoma St.,,10/04/2008 00:00,N,
Alcorn St. at New Mexico St.,,10/04/2008 00:00,N,
Duke at Georgia Tech,ESPNU HD,10/04/2008 12:00,T,
Boston College at NC State,Raycom Sports HD,10/04/2008 12:00,T,
Penn St. at Purdue,ESPN HD,10/04/2008 12:00,T,
Iowa at Michigan St.,ESPN2 HD,10/04/2008 12:00,T,
Indiana at Minnesota,Big Ten Network HD,10/04/2008 12:00,T,
Rutgers at West Virginia,Big East Network,10/04/2008 12:00,T,
Akron at Kent St.,ESPN Plus,10/04/2008 12:00,T,
Florida at Arkansas,Raycom Sports HD,10/04/2008 12:30,T,
Oklahoma at Baylor,FSN HD,10/04/2008 12:30,T,
Kansas at Iowa St.,Versus,10/04/2008 12:30,T,
Western Kentucky at Virginia Tech,ACC Select,10/04/2008 13:30,W,
South Carolina at Ole Miss,Gamecocks PPV,10/04/2008 14:00,T,
Ohio at Western Michigan,Web Video Available,10/04/2008 14:00,W,
UNLV at Colorado St.,The mtn.,10/04/2008 14:00,T,
Stanford at Notre Dame,NBC HD,10/04/2008 14:30,T,
Army at Tulane,CST,10/04/2008 15:00,T,
SMU at UCF,CBS College Sports,10/04/2008 15:30,T,
Florida St. at Miami (FL),ABC HD,10/04/2008 15:30,T,
Illinois at Michigan,ABC HD,10/04/2008 15:30,T,
Texas Tech at Kansas St.,ABC,10/04/2008 15:30,T,
Temple at Miami (OH),ONN,10/04/2008 15:30,T,
Kentucky at Alabama,CBS HD,10/04/2008 15:30,T,
Navy at Air Force,Versus,10/04/2008 16:00,T,
Nevada at Idaho,KAME,10/04/2008 17:00,T,
San Diego St. at TCU,The mtn.,10/04/2008 18:00,T,
Auburn at Vanderbilt,ESPN HD,10/04/2008 18:00,T,
Ball St. at Toledo,Web Video Available,10/04/2008 19:00,W,
FIU at North Texas,ESPN Plus,10/04/2008 19:00,T,
UL-Lafayette at UL-Monroe,Web Video Available,10/04/2008 19:00,W,
Texas at Colorado,FSN HD,10/04/2008 19:00,T,
Connecticut at North Carolina,ESPN2 HD,10/04/2008 19:00,T,
Maryland at Virginia,ESPNU HD,10/04/2008 19:00,T,
UTEP at Southern Miss,Time Warner-El Paso,10/04/2008 19:00,T,
Rice at Tulsa,CBS College Sports,10/04/2008 20:00,T,
Ohio St. at Wisconsin,ABC HD,10/04/2008 20:00,T,
Missouri at Nebraska,ESPN HD,10/04/2008 21:00,T,
Wyoming at New Mexico,The mtn.,10/04/2008 21:30,T,
Hawai'i at Fresno St.,KAIL<br>Oceanic PPV,10/04/2008 22:00,T,
Troy at FAU,ESPN2 HD,10/07/2008 20:00,T,
Clemson at Wake Forest,ESPN HD,10/09/2008 19:30,T,
UAB at Houston,CBS College Sports,10/09/2008 20:00,T,
Louisville at Memphis,ESPN HD,10/10/2008 20:00,T,
Gardner-Webb at Georgia Tech,,10/11/2008 00:00,N,
Kansas St. at Texas A&M,,10/11/2008 00:00,N,
Middle Tennessee at FIU,,10/11/2008 00:00,N,
East Carolina at Virginia,Raycom Sports HD,10/11/2008 12:00,T,
Minnesota at Illinois,ESPN HD,10/11/2008 12:00,T,
Iowa at Indiana,Big Ten Network HD,10/11/2008 12:00,T,
Toledo at Michigan,Big Ten Network HD,10/11/2008 12:00,T,
Texas vs. Oklahoma<br>(at Dallas, TX),ABC HD,10/11/2008 12:00,T
Syracuse at West Virginia,ESPNU HD,10/11/2008 12:00,T,
Rutgers at Cincinnati,Big East Network,10/11/2008 12:00,T,
Colorado at Kansas,ESPN2 HD,10/11/2008 12:30,T,
South Carolina at Kentucky,Raycom Sports HD,10/11/2008 12:30,T,
Eastern Michigan at Army,ESPN Classic,10/11/2008 13:00,T,
Utah at Wyoming,The mtn.,10/11/2008 14:00,T,
Ohio at Kent St.,FOX Sports Ohio,10/11/2008 14:30,T,
Vanderbilt at Mississippi St.,CSS PPV,10/11/2008 14:30,T,
Nebraska at Texas Tech,FSN HD,10/11/2008 15:00,T,
Purdue at Ohio St.,ABC HD,10/11/2008 15:30,T,
Michigan St. at Northwestern,ESPN2 HD,10/11/2008 15:30,T,
Notre Dame at North Carolina,ABC HD,10/11/2008 15:30,T,
Tennessee at Georgia,CBS HD,10/11/2008 15:30,T,
Western Michigan at Buffalo,Time Warner-NY,10/11/2008 15:30,T,
TCU at Colorado St.,CBS College Sports,10/11/2008 15:30,T,
UCF at Miami (FL),ESPNU HD,10/11/2008 15:45,T,
New Mexico St. at Nevada,AggieVision,10/11/2008 16:00,T,
Miami (OH) at Northern Illinois,CSN Chicago,10/11/2008 16:00,T,
Temple at Central Michigan,Web Video Available,10/11/2008 16:00,W,
Arkansas at Auburn,CSS PPV,10/11/2008 17:00,T,
Bowling Green at Akron,Web Video Available,10/11/2008 18:00,W,
New Mexico at BYU,The mtn.,10/11/2008 18:00,T,
UL-Monroe at Arkansas St.,ESPN Plus,10/11/2008 19:00,T,
UL-Lafayette at North Texas,Web Video Available,10/11/2008 19:00,W,
Ball St. at Western Kentucky,Web Video Available,10/11/2008 19:00,W,
Iowa St. at Baylor,FOX College Sports,10/11/2008 19:00,T,
Utah St. at San Jose St.,ESPNU HD,10/11/2008 19:30,T,
LSU at Florida,CBS HD,10/11/2008 20:00,T,
Oklahoma St. at Missouri,ESPN2 HD,10/11/2008 20:00,T,
Boise St. at Southern Miss,CBS College Sports,10/11/2008 20:00,T,
Tulsa at SMU,Web Video Available,10/11/2008 20:00,W,
Penn St. at Wisconsin,ESPN HD,10/11/2008 20:00,T,
Tulane at UTEP,Web Video Available,10/11/2008 21:00,W,
Air Force at San Diego St.,The mtn.,10/11/2008 21:30,T,
Idaho at Fresno St.,KBCI<br>KAIL,10/11/2008 22:00,T,
Louisiana Tech at Hawai'i,Oceanic PPV,10/11/2008 23:59,T,
BYU at TCU,Versus,10/16/2008 20:00,T,
Hawai'i at Boise St.,ESPN HD,10/17/2008 20:00,T,
Baylor at Oklahoma St.,,10/18/2008 00:00,N,
Western Michigan at Central Michigan,ESPN Plus,10/18/2008 12:00,T,
Miami (OH) at Bowling Green,ESPN Plus,10/18/2008 12:00,T,
Memphis at East Carolina,CSS<br>WITN,10/18/2008 12:00,T,
Purdue at Northwestern,ESPN2 HD,10/18/2008 12:00,T,
Wisconsin at Iowa,Big Ten Network HD,10/18/2008 12:00,T,
Texas Tech at Texas A&M,FSN HD,10/18/2008 12:00,T,
Connecticut at Rutgers,ESPNU HD,10/18/2008 12:00,T,
Syracuse at USF,Big East Network,10/18/2008 12:00,T,
Georgia Tech at Clemson,ESPN HD,10/18/2008 12:00,T,
Wake Forest at Maryland,Raycom Sports HD,10/18/2008 12:00,T,
Nebraska at Iowa St.,Versus,10/18/2008 12:30,T,
Vanderbilt at Georgia,Raycom Sports HD,10/18/2008 12:30,T,
Akron at Eastern Michigan,Web Video Available,10/18/2008 13:00,W,
Colorado St. at Utah,The mtn.,10/18/2008 14:00,T,
Southern Miss at Rice,Web Video Available,10/18/2008 15:00,W,
Ohio St. at Michigan St.,ABC HD,10/18/2008 15:30,T,
Kansas at Oklahoma,ABC HD,10/18/2008 15:30,T,
North Carolina at Virginia,ABC,10/18/2008 15:30,T,
Miami (FL) at Duke,ESPNU HD,10/18/2008 15:30,T,
Middle Tennessee at Louisville,Big East Network,10/18/2008 15:30,T,
Army at Buffalo,Time Warner-NY,10/18/2008 15:30,T,
Pittsburgh at Navy,CBS College Sports HD,10/18/2008 15:30,T,
Ole Miss at Alabama,CBS HD,10/18/2008 15:30,T,
Toledo at Northern Illinois,CSN Chicago,10/18/2008 16:00,T,
Utah St. at Nevada,Web Video Available,10/18/2008 16:00,W,
Marshall at UAB,Web Video Available,10/18/2008 16:00,W,
Michigan at Penn St.,ESPN HD,10/18/2008 16:30,T,
San Diego St. at New Mexico,The mtn.,10/18/2008 18:00,T,
FAU at Western Kentucky,Web Video Available,10/18/2008 19:00,W,
FIU at Troy,ESPN Plus,10/18/2008 19:00,T,
North Texas at UL-Monroe,Web Video Available,10/18/2008 19:00,W,
Arkansas St. at UL-Lafayette,Web Video Available,10/18/2008 19:00,W,
Idaho at Louisiana Tech,ESPN Plus,10/18/2008 19:00,T,
Arkansas at Kentucky,ESPNU HD,10/18/2008 19:00,T,
Mississippi St. at Tennessee,Vol Network PPV,10/18/2008 19:00,T,
Kansas St. at Colorado,FSN Regional,10/18/2008 19:00,T,
Florida St. at NC State,ESPN HD,10/18/2008 19:30,T,
Houston at SMU,Web Video Available,10/18/2008 20:00,W,
UTEP at Tulsa,CBS College Sports,10/18/2008 20:00,T,
Indiana at Illinois,Big Ten Network HD,10/18/2008 20:00,T,
Missouri at Texas,ABC HD,10/18/2008 20:00,T,
Virginia Tech at Boston College,ESPN2 HD,10/18/2008 20:00,T,
LSU at South Carolina,ESPN HD,10/18/2008 20:00,T,
San Jose St. at New Mexico St.,AggieVision,10/18/2008 20:00,T,
Air Force at UNLV,The mtn.,10/18/2008 22:00,T,
Ohio at Temple,ESPN2 HD,10/21/2008 20:00,T,
Auburn at West Virginia,ESPN HD,10/23/2008 19:30,T,
New Mexico at Air Force,CBS College Sports HD,10/23/2008 20:00,T,
Boise St. at San Jose St.,ESPN2 HD,10/24/2008 21:00,T,
Duke at Vanderbilt,,10/25/2008 00:00,N,
Central Michigan at Toledo,ESPN Plus,10/25/2008 12:00,T,
Eastern Michigan at Ball St.,Web Video Available,10/25/2008 12:00,W,
Cincinnati at Connecticut,Big East Network,10/25/2008 12:00,T,
Wake Forest at Miami (FL),ESPNU HD,10/25/2008 12:00,T,
Boston College at North Carolina,Raycom Sports HD,10/25/2008 12:00,T,
Texas Tech at Kansas,ESPN HD,10/25/2008 12:00,T,
Illinois at Wisconsin,ESPN2 HD,10/25/2008 12:00,T,
Minnesota at Purdue,ESPN Classic,10/25/2008 12:00,T,
Northwestern at Indiana,Big Ten Network HD,10/25/2008 12:00,T,
Baylor at Nebraska,Versus,10/25/2008 12:30,T,
Kentucky at Florida,Raycom Sports HD,10/25/2008 12:30,T,
Louisiana Tech at Army,ESPN360,10/25/2008 13:00,W,
UNLV at BYU,The mtn.,10/25/2008 14:00,T,
Fresno St. at Utah St.,KAIL,10/25/2008 15:00,T,
Rice at Tulane,Web Video Available,10/25/2008 15:00,W,
Michigan St. at Michigan,ABC HD,10/25/2008 15:30,T,
Oklahoma St. at Texas,ABC HD,10/25/2008 15:30,T,
Virginia Tech at Florida St.,ABC HD,10/25/2008 15:30,T,
Virginia at Georgia Tech,ESPNU HD,10/25/2008 15:30,T,
NC State at Maryland,ESPN360,10/25/2008 15:30,W,
USF at Louisville,Big East Network,10/25/2008 15:30,T,
Rutgers at Pittsburgh,ESPN360,10/25/2008 15:30,W,
SMU at Navy,CBS College Sports HD,10/25/2008 15:30,T,
Kent St. at Miami (OH),ONN,10/25/2008 15:30,T,
Georgia at LSU,CBS HD,10/25/2008 15:30,T,
Bowling Green at Northern Illinois,CSN Chicago,10/25/2008 16:00,T,
New Mexico St. at Idaho,Altitude,10/25/2008 17:00,T,
Wyoming at TCU,The mtn.,10/25/2008 18:00,T,
Colorado at Missouri,FSN HD,10/25/2008 18:30,T,
Texas A&M at Iowa St.,FOX College Sports,10/25/2008 19:00,T,
FAU at UL-Monroe,ESPN Plus,10/25/2008 19:00,T,
Troy at North Texas,Web Video Available,10/25/2008 19:00,W,
Middle Tennessee at Mississippi St.,ESPNU HD,10/25/2008 19:00,T,
Ole Miss at Arkansas,Razorbacks PPV<br>CSS PPV,10/25/2008 19:00,T,
Alabama at Tennessee,ESPN HD,10/25/2008 19:45,T,
Penn St. at Ohio St.,ABC HD,10/25/2008 20:00,T,
Southern Miss at Memphis,CBS College Sports,10/25/2008 20:00,T,
Colorado St. at San Diego St.,The mtn.,10/25/2008 21:30,T,
Nevada at Hawai'i,KAME<br>Oceanic PPV,10/25/2008 23:59,T,
UCF at Tulsa,ESPN HD,10/26/2008 20:00,T,
Buffalo at Ohio,ESPNU HD,10/28/2008 19:00,T,
Houston at Marshall,ESPN2 HD,10/28/2008 20:00,T,
USF at Cincinnati,ESPN HD,10/30/2008 19:30,T,
Missouri at Baylor,,11/01/2008 00:00,N,
Colorado at Texas A&M,,11/01/2008 00:00,N,
Air Force at Army,ESPNU HD,11/01/2008 12:00,T,
West Virginia at Connecticut,Big East Network,11/01/2008 12:00,T,
Miami (FL) at Virginia,Raycom Sports HD,11/01/2008 12:00,T,
Wisconsin at Michigan St.,ESPN HD,11/01/2008 12:00,T,
Northwestern at Minnesota,ESPN2 HD,11/01/2008 12:00,T,
Central Michigan at Indiana,Big Ten Network HD,11/01/2008 12:00,T,
Michigan at Purdue,Big Ten Network HD,11/01/2008 12:00,T,
Kansas St. at Kansas,FSN HD,11/01/2008 12:30,T,
Auburn at Ole Miss,Raycom Sports HD,11/01/2008 12:30,T,
Tulsa at Arkansas,Razorbacks PPV,11/01/2008 14:00,T,
Eastern Michigan at Western Michigan,Web Video Available,11/01/2008 14:00,W,
Kent St. at Bowling Green,Web Video Available,11/01/2008 14:00,W,
San Diego St. at Wyoming,The mtn.,11/01/2008 14:00,T,
Fresno St. at Louisiana Tech,KAIL,11/01/2008 14:30,T,
Pittsburgh at Notre Dame,NBC HD,11/01/2008 14:30,T,
Kentucky at Mississippi St.,Big Blue PPV,11/01/2008 14:30,T,
Arkansas St. at Alabama,Crimson Tide PPV,11/01/2008 15:00,T,
Hawai'i at Utah St.,ESPN Plus,11/01/2008 15:00,T,
Georgia vs. Florida<br>(at Jacksonville, FL),CBS HD,11/01/2008 15:30,T
Temple at Navy,CBS College Sports HD,11/01/2008 15:30,T,
Iowa St. at Oklahoma St.,ABC,11/01/2008 15:30,T,
Florida St. at Georgia Tech,ABC HD,11/01/2008 15:30,T,
Clemson at Boston College,ESPNU HD,11/01/2008 15:30,T,
Duke at Wake Forest,ESPN360,11/01/2008 15:30,W,
Iowa at Illinois,ABC HD,11/01/2008 15:30,T,
North Texas at Western Kentucky,ESPN Plus,11/01/2008 16:30,T,
FIU at UL-Lafayette,Web Video Available,11/01/2008 16:30,W,
San Jose St. at Idaho,Web Video Available,11/01/2008 17:00,W,
BYU at Colorado St.,The mtn.,11/01/2008 18:00,T,
Troy at UL-Monroe,Web Video Available,11/01/2008 19:00,W,
Boise St. at New Mexico St.,KTVB<br>AggieVision,11/01/2008 19:00,T,
Tennessee at South Carolina,ESPN2 HD,11/01/2008 19:00,T,
Louisville at Syracuse,ESPNU HD,11/01/2008 19:00,T,
Texas at Texas Tech,ABC HD,11/01/2008 20:00,T,
Nebraska at Oklahoma,ESPN HD,11/01/2008 20:00,T,
UAB at Southern Miss,CSS,11/01/2008 20:00,T,
Tulane at LSU,TigerVision PPV,11/01/2008 20:00,T,
TCU at UNLV,CBS College Sports,11/01/2008 20:00,T,
Rice at UTEP,Web Video Available,11/01/2008 21:00,W,
Utah at New Mexico,The mtn.,11/01/2008 21:30,T,
East Carolina at UCF,ESPN HD,11/02/2008 20:00,T,
Miami (OH) at Buffalo,ESPN2 HD,11/04/2008 19:30,T,
Northern Illinois at Ball St.,ESPN2 HD,11/05/2008 20:00,T,
Toledo at Akron,ESPNU HD,11/05/2008 20:00,T,
Maryland at Virginia Tech,ESPN HD,11/06/2008 19:30,T,
TCU at Utah,CBS College Sports HD,11/06/2008 20:00,T,
Nevada at Fresno St.,ESPN2 HD,11/07/2008 21:00,T,
UT-Martin at Auburn,,11/08/2008 00:00,N,
North Texas at FAU,,11/08/2008 00:00,N,
Arkansas St. at FIU,,11/08/2008 00:00,N,
UL-Monroe at Middle Tennessee,,11/08/2008 00:00,N,
Illinois vs. Western Michigan<br>(at Detroit, MI),ESPN Plus,11/08/2008 12:00,T
Georgia Tech at North Carolina,Raycom Sports HD,11/08/2008 12:00,T,
Rutgers at Syracuse,ESPNU HD,11/08/2008 12:00,T,
Louisville at Pittsburgh,Big East Network,11/08/2008 12:00,T,
Baylor at Texas,FSN HD,11/08/2008 12:00,T,
Michigan at Minnesota,ESPN HD,11/08/2008 12:00,T,
Ohio St. at Northwestern,ESPN2 HD,11/08/2008 12:00,T,
Wisconsin at Indiana,Big Ten Network HD,11/08/2008 12:00,T,
Purdue at Michigan St.,Big Ten Network HD,11/08/2008 12:00,T,
Georgia at Kentucky,Raycom Sports HD,11/08/2008 12:30,T,
Wyoming at Tennessee,Vol Network PPV,11/08/2008 13:00,T,
Arkansas at South Carolina,Gamecocks PPV,11/08/2008 13:00,T,
Iowa St. at Colorado,Versus,11/08/2008 13:30,T,
Bowling Green at Ohio,Web Video Available,11/08/2008 14:00,W,
San Diego St. at BYU,The mtn.,11/08/2008 14:00,T,
Kansas at Nebraska,FSN PPV,11/08/2008 14:30,T,
Army at Rice,Web Video Available,11/08/2008 15:00,W,
Memphis at SMU,Web Video Available,11/08/2008 15:00,W,
Utah St. at Boise St.,KTVB,11/08/2008 15:00,T,
Southern Miss at UCF,Web Video Available,11/08/2008 15:30,W,
Marshall at East Carolina,CBS College Sports,11/08/2008 15:30,T,
Penn St. at Iowa,ABC HD,11/08/2008 15:30,T,
